instance,p,radius,alpha,final_dist,final_cov,final_obj,vns_time,time_best_found,iter_best_found,init_dist,init_cov
kroD100.tsp,4,600,0.001,5304.842759561536,65,-59.630157240438464,30.057325839996338,7.759057998657227,3,7270.901785872587,66
kroD100.tsp,4,600,0.01,931.7315887102627,28,-18.402684112897372,37.219669818878174,3.195019483566284,1,7270.901785872587,66
kroD100.tsp,4,600,0.1,317.1782704329612,18,15.517827043296123,32.301220655441284,0.8144454956054688,1,7270.901785872587,66
kroD100.tsp,4,700,0.001,5976.302634508239,78,-71.94569736549175,35.96900177001953,15.228185176849365,4,5789.490397934329,75
kroD100.tsp,4,700,0.01,2179.6775698118463,48,-25.723224301881533,33.07285952568054,0.8723089694976807,1,5789.490397934329,75
kroD100.tsp,4,700,0.1,317.1782704329612,23,11.017827043296123,41.42243790626526,8.341785907745361,2,5789.490397934329,75
kroD100.tsp,4,800,0.001,5975.530244129895,87,-80.9374697558701,35.152060747146606,5.406177520751953,1,5338.394892622437,80
kroD100.tsp,4,800,0.01,4024.5520827329974,75,-34.004479172670024,34.86656713485718,2.8391220569610596,1,5338.394892622437,80
kroD100.tsp,4,800,0.1,317.1782704329612,34,1.1178270432961206,30.72658681869507,1.254546880722046,1,5338.394892622437,80
kroD100.tsp,6,600,0.001,7749.504959553793,86,-78.16449504044621,149.49481892585754,1.2768664360046387,1,7817.6041789227775,86
kroD100.tsp,6,600,0.01,5505.359506823342,75,-19.19640493176658,146.40844464302063,2.305368185043335,1,7817.6041789227775,86
kroD100.tsp,6,600,0.1,804.4007203454735,22,60.64007203454736,215.4466187953949,47.28908443450928,2,7817.6041789227775,86
kroD100.tsp,6,700,0.001,7326.135493899449,95,-87.57886450610056,156.6000576019287,3.240776538848877,1,7675.369934744011,89
kroD100.tsp,6,700,0.01,4035.24132513122,67,-25.9775867486878,179.3537347316742,119.61766314506531,7,7675.369934744011,89
kroD100.tsp,6,700,0.1,783.0026082588157,26,54.900260825881574,209.35987377166748,71.71561336517334,3,7675.369934744011,89
kroD100.tsp,6,800,0.001,7659.938704746057,100,-92.24006129525395,169.17900896072388,17.318825721740723,1,7000.610113331848,93
kroD100.tsp,6,800,0.01,4040.3759141479604,76,-34.83624085852039,175.0055775642395,58.01437711715698,3,7000.610113331848,93
kroD100.tsp,6,800,0.1,817.3993816109554,38,47.53993816109555,204.12453651428223,15.644666910171509,1,7000.610113331848,93
kroD100.tsp,8,600,0.001,7773.903901966457,96,-88.13009609803353,331.60967993736267,96.51294040679932,3,8893.79634963111,96
kroD100.tsp,8,600,0.01,7011.487004172568,92,-20.965129958274318,352.68355083465576,101.25736689567566,2,8893.79634963111,96
kroD100.tsp,8,600,0.1,1142.814608928161,15,100.78146089281611,417.6856462955475,39.890300989151,1,8893.79634963111,96
kroD100.tsp,8,700,0.001,8006.884588951494,100,-91.89311541104851,357.25109791755676,53.562883615493774,1,8687.556926259604,96
kroD100.tsp,8,700,0.01,5385.702978917995,82,-27.32297021082004,388.6835083961487,149.38631129264832,3,8687.556926259604,96
kroD100.tsp,8,700,0.1,1142.814608928161,16,99.88146089281611,461.7377014160156,359.4192292690277,6,8687.556926259604,96
kroD100.tsp,8,800,0.001,7188.719737801054,100,-92.71128026219895,324.3774890899658,6.85849142074585,1,8482.424494812634,98
kroD100.tsp,8,800,0.01,4072.6621806432945,76,-34.51337819356705,337.3476731777191,74.648761510849,1,8482.424494812634,98
kroD100.tsp,8,800,0.1,1298.4981874117543,41,92.94981874117542,354.9543719291687,132.89919233322144,2,8482.424494812634,98
